rota_principal,sentido,data,dia_da_semana,antecedencia,pax,tkm_comp,capacidade_atual,occ_atual,load_factor_atual,assentos_disponiveis,predict_time_series,predict_eixo_sentido,predict_consenso,pct_atingimento_forecast,pax_faltam_forecast,pax_d5,pax_d4,pax_d3,pax_d2,pax_d1,pax_hoje_parcial,media_d2_d5,aceleracao_abs,aceleracao_pct,tendencia_linear,sinal
RIO-STS,RIO-STS,2026-04-21,3,12,36,182.62,56,0.64,0.61,20,39,60,50,72.0,14,0,0,6,0,12,0,1.5,10.5,700.0,1.6,⚪ NORMAL
BHZ-CAB,CAB-BHZ,2026-04-17,6,8,162,155.05,251,0.65,0.61,89,238,211,225,72.0,63,4,2,9,20,8,0,8.8,-0.8,-8.6,1.7,⚪ NORMAL
PNV-SAO,PNV-SAO,2026-04-21,3,12,26,151.9,45,0.58,0.5,19,34,38,36,72.2,10,1,0,5,2,0,0,2.0,-2.0,-100.0,0.0,⚪ NORMAL
SAO-VIX,SAO-VIX,2026-04-16,5,7,71,164.8,145,0.49,0.4,74,96,98,97,73.2,26,1,6,14,13,8,0,8.5,-0.5,-5.9,1.4,⚪ NORMAL
BHZ-GYN,GYN-BHZ,2026-04-20,2,11,48,168.75,64,0.75,0.68,16,41,89,65,73.8,17,0,0,0,9,0,0,2.3,-2.3,-100.0,0.6,⚪ NORMAL
CAB-VIX,VIX-CAB,2026-04-17,6,8,38,159.69,44,0.86,0.82,6,47,54,51,74.5,13,0,2,1,1,3,0,1.0,2.0,200.0,0.3,⚪ NORMAL
ANG-BHZ,ANG-BHZ,2026-04-17,6,8,33,178.9,46,0.72,0.64,13,42,46,44,75.0,11,1,1,0,0,1,0,0.5,0.5,100.0,-0.1,⚪ NORMAL
CAB-SAO,CAB-SAO,2026-04-20,2,11,112,174.17,174,0.64,0.62,62,102,195,149,75.2,37,0,0,0,7,2,0,1.8,0.3,14.3,0.7,⚪ NORMAL
BRU-SAO,SAO-BRU,2026-04-18,7,9,23,76.42,42,0.55,0.51,19,37,23,30,76.7,7,2,0,0,2,5,0,1.0,4.0,400.0,0.5,⚪ NORMAL
BHZ-MCE,MCE-BHZ,2026-04-21,3,12,23,185.16,45,0.51,0.48,22,19,41,30,76.7,7,0,3,3,1,0,0,1.8,-1.8,-100.0,-0.1,⚪ NORMAL
BHZ-SJK,BHZ-SJK,2026-04-17,6,8,107,281.83,165,0.65,0.62,58,108,170,139,77.0,32,1,3,0,4,19,0,2.0,17.0,850.0,2.5,⚪ NORMAL
CMP-RIO,CMP-RIO,2026-04-17,6,8,81,190.74,104,0.78,0.76,23,88,121,105,77.1,24,0,2,3,7,3,0,3.0,0.0,0.0,0.7,⚪ NORMAL
QAK-SAO,QAK-SAO,2026-04-17,6,8,37,127.41,44,0.84,0.63,7,53,42,48,77.1,11,1,3,8,1,1,0,3.3,-2.3,-69.2,-0.1,⚪ NORMAL
BHZ-CAB,CAB-BHZ,2026-04-16,5,7,155,136.39,236,0.66,0.63,81,182,219,201,77.1,46,0,5,11,5,8,0,5.3,2.8,52.4,1.1,⚪ NORMAL
CAB-SAO,SAO-CAB,2026-04-17,6,8,171,268.11,274,0.62,0.6,103,162,280,221,77.4,50,2,1,3,2,46,0,2.0,44.0,2200.0,5.9,⚪ NORMAL
RIO-STS,RIO-STS,2026-04-18,7,9,28,105.79,41,0.68,0.65,13,44,27,36,77.8,8,0,0,0,0,0,0,0.0,0.0,,0.0,⚪ NORMAL
BHZ-SJK,SJK-BHZ,2026-04-16,5,7,48,159.9,104,0.46,0.42,56,56,65,61,78.7,13,0,8,0,0,54,0,2.0,52.0,2600.0,6.7,⚪ NORMAL
CAB-VIX,CAB-VIX,2026-04-17,6,8,31,90.0,52,0.6,0.45,21,48,29,39,79.5,8,0,0,2,4,1,0,1.5,-0.5,-33.3,0.4,⚪ NORMAL
BRU-SAO,SAO-BRU,2026-04-21,3,12,12,67.57,88,0.14,0.12,76,3,27,15,80.0,3,0,0,0,6,2,0,1.5,0.5,33.3,0.7,⚪ NORMAL
RAO-RIO,RIO-RAO,2026-04-16,5,7,33,147.57,53,0.62,0.56,20,35,46,41,80.5,8,0,0,0,6,9,0,1.5,7.5,500.0,1.6,⚪ NORMAL
PNV-SAO,SAO-PNV,2026-04-21,3,12,25,176.54,44,0.57,0.5,19,32,29,31,80.6,6,1,0,6,4,3,0,2.8,0.3,9.1,0.5,⚪ NORMAL
CMP-GUR,CMP-GUR,2026-04-17,6,8,54,117.38,90,0.6,0.47,36,51,81,66,81.8,12,0,0,0,4,5,0,1.0,4.0,400.0,0.9,⚪ NORMAL
CAB-JDF,CAB-JDF,2026-04-20,2,11,45,66.86,91,0.49,0.47,46,41,66,54,83.3,9,1,0,4,2,4,0,1.8,2.3,128.6,0.5,⚪ NORMAL
CMP-RIO,RIO-CMP,2026-04-16,5,7,31,97.29,60,0.52,0.47,29,36,37,37,83.8,6,3,3,3,15,6,0,6.0,0.0,0.0,1.2,⚪ NORMAL
CAB-VIX,VIX-CAB,2026-04-16,5,7,26,104.59,52,0.5,0.46,26,36,25,31,83.9,5,2,1,0,4,1,0,1.8,-0.8,-42.9,0.1,⚪ NORMAL
BHZ-SJK,BHZ-SJK,2026-04-16,5,7,71,217.75,104,0.68,0.66,33,69,97,83,85.5,12,0,3,1,2,0,0,1.5,-1.5,-100.0,-0.1,⚪ NORMAL
RIO-UDI,RIO-UDI,2026-04-16,5,7,39,162.57,56,0.7,0.54,17,47,42,45,86.7,6,3,24,9,6,9,0,10.5,-1.5,-14.3,-0.4,⚪ NORMAL
MCE-SAO,SAO-MCE,2026-04-16,5,7,31,135.09,44,0.7,0.69,13,42,27,35,88.6,4,2,1,0,3,7,0,1.5,5.5,366.7,0.8,⚪ NORMAL
BHZ-BSB,BSB-BHZ,2026-04-16,5,7,35,196.93,91,0.38,0.39,56,36,41,39,89.7,4,2,10,2,6,10,0,5.0,5.0,100.0,0.8,⚪ NORMAL
ANG-BHZ,ANG-BHZ,2026-04-20,2,11,42,174.76,88,0.48,0.46,46,29,61,45,93.3,3,0,0,0,2,0,0,0.5,-0.5,-100.0,0.1,⚪ NORMAL
CMP-GUR,GUR-CMP,2026-04-21,3,12,52,107.25,90,0.58,0.45,38,36,73,55,94.5,3,0,2,0,5,3,0,1.8,1.3,71.4,0.6,⚪ NORMAL
BHZ-CAB,BHZ-CAB,2026-04-17,6,8,456,229.25,656,0.7,0.67,200,335,619,477,95.6,21,11,19,32,37,22,0,24.8,-2.8,-11.1,2.7,⚪ NORMAL
PNV-SAO,PNV-SAO,2026-04-20,2,11,29,154.35,44,0.66,0.54,15,25,35,30,96.7,1,0,1,2,0,2,0,0.8,1.3,166.7,0.2,⚪ NORMAL
CMP-GUR,GUR-CMP,2026-04-17,6,8,23,75.6,45,0.51,0.39,22,28,17,23,100.0,0,0,1,6,2,2,0,2.3,-0.3,-11.1,0.3,⚪ NORMAL
BHZ-BSB,BHZ-BSB,2026-04-21,3,12,50,213.0,91,0.55,0.55,41,35,65,50,100.0,0,0,4,4,16,4,0,6.0,-2.0,-33.3,1.3,⚪ NORMAL
ANG-BHZ,BHZ-ANG,2026-04-16,5,7,47,223.41,91,0.52,0.49,44,39,48,44,106.8,0,0,1,3,3,0,0,1.8,-1.8,-100.0,0.1,⚪ NORMAL
MCL-RIO,RIO-MCL,2026-04-20,2,11,29,125.14,58,0.5,0.34,29,12,42,27,107.4,0,1,0,1,4,3,0,1.5,1.5,100.0,0.5,⚪ NORMAL
PNV-SAO,SAO-PNV,2026-04-17,6,8,40,179.1,44,0.91,0.81,4,34,39,37,108.1,0,3,1,5,1,2,0,2.5,-0.5,-20.0,-0.1,⚪ NORMAL
CAB-JDF,JDF-CAB,2026-04-17,6,8,162,120.38,231,0.7,0.67,69,118,178,148,109.5,0,3,4,1,56,16,0,16.0,0.0,0.0,5.2,⚪ NORMAL
RAO-RIO,RIO-RAO,2026-04-20,2,11,45,193.48,53,0.85,0.77,8,32,49,41,109.8,0,0,0,6,0,3,0,1.5,1.5,100.0,0.4,⚪ NORMAL
CMP-GUR,CMP-GUR,2026-04-16,5,7,30,111.93,45,0.67,0.57,15,43,10,27,111.1,0,2,2,0,3,0,0,1.8,-1.8,-100.0,-0.2,⚪ NORMAL
BHZ-BSB,BHZ-BSB,2026-04-16,5,7,42,148.92,91,0.46,0.46,49,30,44,37,113.5,0,0,6,8,10,6,0,6.0,0.0,0.0,1.1,⚪ NORMAL
BRU-SAO,BRU-SAO,2026-04-21,3,12,25,64.7,88,0.28,0.26,63,0,41,21,119.0,0,0,0,0,0,4,0,0.0,4.0,,0.5,⚪ NORMAL
CAB-VIX,CAB-VIX,2026-04-20,2,11,37,97.55,52,0.71,0.64,15,27,34,31,119.4,0,2,2,1,3,4,0,2.0,2.0,100.0,0.3,⚪ NORMAL
BHZ-BSB,BSB-BHZ,2026-04-17,6,8,68,204.76,91,0.75,0.75,23,37,74,56,121.4,0,4,2,4,10,4,0,5.0,-1.0,-20.0,0.5,⚪ NORMAL
ANG-BHZ,ANG-BHZ,2026-04-16,5,7,32,153.71,43,0.74,0.65,11,25,27,26,123.1,0,1,0,4,4,1,0,2.3,-1.3,-55.6,0.3,⚪ NORMAL
